link,name,enddate
https://www.edx.org/course/energy-demand-in-buildings-course-v1-delftx-ecobuild1x-1t2024,Energy Demand in Buildings,2025-03-16T11:00:00Z
https://www.edx.org/course/energy-supply-systems-for-buildings-course-v1-delftx-ecobuild2x-1t2024,Energy Supply Systems for Buildings,2025-03-16T12:00:00Z
https://www.edx.org/course/comfort-and-health-in-buildings-course-v1-delftx-ecobuild3x-1t2024,Comfort and Health in Buildings,2025-03-16T12:00:00Z
https://www.edx.org/course/efficient-hvac-systems-course-v1-delftx-ecobuild4x-1t2024,Efficient HVAC Systems,2025-03-16T12:00:00Z
None,edX Tester Course,2030-01-02T12:00:00Z
https://www.edx.org/course/sustainable-energy-design-a-renewable-future-course-v1-delftx-energyx-3t2023,Sustainable Energy: Design a Renewable Future,2024-09-27T12:00:00Z
https://www.edx.org/course/energy-markets-of-today-course-v1-delftx-enertran1x-1t2024,Energy Markets of Today,2024-04-30T10:00:00Z
https://www.edx.org/course/energy-markets-of-today-course-v1-delftx-enertran1x-1t2025,Energy Markets of Today,2025-04-29T10:00:00Z
https://www.edx.org/course/energy-markets-of-today-course-v1-delftx-enertran1x-3t2024,Energy Markets of Today,2025-01-14T11:00:00Z
https://www.edx.org/course/the-transition-to-the-decarbonised-economy-of-tomorrow-course-v1-delftx-enertran2x-1t2024a,The Transition to the Decarbonised Economy of Tomorrow,2024-06-25T10:00:00Z
https://www.edx.org/course/the-transition-to-the-decarbonised-economy-of-tomorrow-course-v1-delftx-enertran2x-1t2025,The Transition to the Decarbonised Economy of Tomorrow,2025-06-25T10:00:00Z
https://www.edx.org/course/the-transition-to-the-decarbonised-economy-of-tomorrow-course-v1-delftx-enertran2x-1t2025a,The Transition to the Decarbonised Economy of Tomorrow,2025-03-11T11:00:00Z
https://www.edx.org/course/delete,delete,None
https://www.edx.org/course/analisis-de-datos-llevalo-al-max-course-v1-delftx-ex101spx-2t2023,Análisis de datos: Llévalo al MAX(),2024-05-03T10:00:00Z
https://www.edx.org/course/analisis-de-datos-diseno-y-visualizacion-de-tableros-course-v1-delftx-ex102spx-2t2023,Análisis de datos: Diseño y Visualización de Tableros,2024-05-03T10:00:00Z
https://www.edx.org/course/facade-design-and-engineering-complexity-made-simple-course-v1-delftx-fde01x-1t2023,Façade design and engineering: complexity made simple,2024-04-26T10:00:00Z
https://www.edx.org/course/facade-design-and-engineering-complexity-made-simple-course-v1-delftx-fde01x-2t2024,Façade design and engineering: complexity made simple,2025-05-28T10:00:00Z
https://www.edx.org/course/geoscience-the-earth-and-its-resources-course-v1-delftx-geo101x-1t2024,Geoscience: the Earth and its Resources,2024-08-20T12:00:00Z
None,Geoscience: the Earth and its Resources,2024-12-17T12:00:00Z
https://www.edx.org/course/global-housing-design-course-v1-delftx-ghd1x-3t2023,Global Housing Design,2024-10-02T10:00:00Z
https://www.edx.org/course/global-software-development-course-v1-delftx-gse101x-3t2023,Global Software Development,2024-07-01T12:00:00Z
https://www.edx.org/course/industrial-fermentation-course-v1-delftx-ib02x-3t2023,Industrial Fermentation,2024-07-16T12:00:00Z
https://www.edx.org/course/technology-of-intelligent-and-integrated-energy-systems-course-v1-delftx-iies01x-2t2023,Technology of Intelligent and Integrated Energy Systems,2024-06-28T10:00:00Z
https://www.edx.org/course/digitalization-of-intelligent-and-integrated-energy-systems-course-v1-delftx-iies02x-2t2023,Digitalization of Intelligent and Integrated Energy Systems,2024-06-28T10:00:00Z
https://www.edx.org/course/digitalization-of-intelligent-and-integrated-energy-systems-course-v1-delftx-iies02x-2t2024,Digitalization of Intelligent and Integrated Energy Systems,2025-07-01T10:00:00Z
https://www.edx.org/course/policy-and-management-of-modern-energy-systems-course-v1-delftx-iies03x-3t2023,Policy and Management of Modern Energy Systems,2024-06-28T12:00:00Z
https://www.edx.org/course/policy-and-management-of-modern-energy-systems-course-v1-delftx-iies03x-3t2024,Policy and Management of Modern Energy Systems,2025-06-26T10:00:00Z
https://www.edx.org/course/policy-and-management-of-modern-energy-systems-course-v1-delftx-iies03x-3t2025,Policy and Management of Modern Energy Systems,2026-06-25T10:00:00Z
https://www.edx.org/course/business-implications-of-intelligent-and-integrated-energy-systems-course-v1-delftx-iies04x-3t2023,Business Implications of Intelligent and Integrated Energy Systems,2024-06-28T10:00:00Z
https://www.edx.org/course/business-implications-of-intelligent-and-integrated-energy-systems-course-v1-delftx-iies04x-3t2024,Business Implications of Intelligent and Integrated Energy Systems,2025-06-30T10:00:00Z
None,Inclusive Energy Systems - Exploring Sustainable Energy for All,None
https://www.edx.org/course/modelling-with-differential-equations-course-v1-delftx-mathmod1x-1t2024,Modelling with Differential Equations,2024-12-17T11:00:00Z
https://www.edx.org/course/managing-building-adaptation-a-sustainable-approach-course-v1-delftx-mba10x-1t2024,Managing Building Adaptation: A Sustainable Approach,2024-12-18T12:00:00Z
None,Medical Device Regulations in Practice,2024-12-05T11:00:00Z
https://www.edx.org/course/design-in-healthcare-using-patient-journey-mapping-course-v1-delftx-med01x-2t2024,Design in Healthcare: Using Patient Journey Mapping,2025-05-14T10:00:00Z
https://www.edx.org/course/design-in-healthcare-using-patient-journey-mapping-course-v1-delftx-med01x-3t2023,Design in Healthcare: Using Patient Journey Mapping,2024-04-11T12:00:00Z
https://www.edx.org/course/project-management-of-engineering-projects-preparing-for-success-course-v1-delftx-mep101x-3t2024,Project Management of Engineering Projects: Preparing for Success,2024-12-05T12:00:00Z
https://www.edx.org/course/project-management-mastering-complexity-course-v1-delftx-mep201x-1t2024,Project Management: Mastering Complexity,2024-04-18T12:00:00Z
https://www.edx.org/course/project-management-mastering-complexity-course-v1-delftx-mep201x-1t2025,Project Management: Mastering Complexity,2025-04-03T11:00:00Z
https://www.edx.org/course/project-finance-funding-projects-successfully-course-v1-delftx-mep301x-1t2025,Project Finance: Funding Projects Successfully,2025-04-17T11:00:00Z
https://www.edx.org/course/mastering-mathematics-for-engineers-calculus-1-course-v1-delftx-mmfec1x-2t2023,Calculus I: From Functions to Differential Equations,2024-05-31T12:00:00Z
https://www.edx.org/course/calculus-i-from-functions-to-differential-equations-course-v1-delftx-mmfec1x-2t2024,Calculus I: From Functions to Differential Equations,2025-05-28T10:00:00Z
https://www.edx.org/course/mastering-mathematics-for-engineers-calculus-2-course-v1-delftx-mmfec2x-2t2023,Calculus II: Multivariable Functions,2024-05-31T12:00:00Z
https://www.edx.org/course/calculus-ii-multivariable-functions-course-v1-delftx-mmfec2x-2t2024,Calculus II: Multivariable Functions,2025-05-28T10:00:00Z
https://www.edx.org/course/mastering-mathematics-for-engineers-linear-algebra-1-course-v1-delftx-mmfel1x-2t2023,Linear Algebra I: Vectors and Linear Equations,2024-05-31T12:00:00Z
https://www.edx.org/course/linear-algebra-i-vectors-and-linear-equations-course-v1-delftx-mmfel1x-2t2024,Linear Algebra I: Vectors and Linear Equations,2025-05-28T10:00:00Z
https://www.edx.org/course/mastering-mathematics-for-engineers-linear-algebra-part-2-course-v1-delftx-mmfel2x-2t2023,Linear Algebra II: Matrices and Linear Transformations,2024-05-31T00:00:00Z
https://www.edx.org/course/linear-algebra-ii-matrices-and-linear-transformations-course-v1-delftx-mmfel2x-2t2024,Linear Algebra II: Matrices and Linear Transformations,2025-05-28T10:00:00Z
https://www.edx.org/course/mastering-mathematics-for-engineers-probability-theory-course-v1-delftx-mmfepx-2t2023,Probability Theory,2024-05-31T12:00:00Z
https://www.edx.org/course/probability-theory-course-v1-delftx-mmfepx-2t2024,Probability Theory,2025-05-28T10:00:00Z
https://www.edx.org/course/mastering-mathematics-for-engineers-statistics-course-v1-delftx-mmfesx-2t2023,Statistics,2024-05-31T12:00:00Z
https://www.edx.org/course/statistics-course-v1-delftx-mmfesx-2t2024,Statistics,2025-05-28T10:00:00Z
https://www.edx.org/course/designing-a-climate-neutral-world-an-introduction-course-v1-delftx-mocc1x-1t2024,Designing a Climate-Neutral World: An Introduction,2024-07-31T12:00:00Z
https://www.edx.org/course/designing-climate-neutral-buildings-and-transport-course-v1-delftx-mocc2x-1t2024,Designing Climate-Neutral Buildings and Transport,2024-07-31T12:00:00Z
https://www.edx.org/course/designing-climate-neutral-industry-and-electricity-generation-course-v1-delftx-mocc3x-1t2024,Designing Climate-Neutral Industry and Electricity Generation,2024-07-31T12:00:00Z
https://www.edx.org/course/designing-a-climate-neutral-world-taking-action-course-v1-delftx-mocc4x-1t2024,Designing a Climate-Neutral World: Taking Action,2024-07-31T12:00:00Z
https://www.edx.org/course/modern-distributed-systems-course-v1-delftx-mods1x-1t2024,Modern Distributed Systems,2024-08-10T12:00:00Z
https://www.edx.org/course/multidisciplinary-research-methods-for-engineers-course-v1-delftx-mre1x-1t2024,Multidisciplinary Research Methods for Engineers,2025-03-05T11:00:00Z
https://www.edx.org/course/understanding-nuclear-energy-course-v1-delftx-nuclear01x-1t2024,Understanding Nuclear Energy,2025-03-13T11:00:00Z
https://www.edx.org/course/observation-theory-estimating-the-unknown-course-v1-delftx-ot-1x-3t2023,Observation Theory: Estimating the Unknown,2024-10-01T12:00:00Z
https://www.edx.org/course/re-imagining-port-cities-understanding-space-society-and-culture-course-v1-delftx-pcud01x-2t2023,"(Re)Imagining Port Cities: Understanding Space, Society and Culture",2024-06-30T10:00:00Z
https://www.edx.org/course/water-works-activating-heritage-for-sustainable-development-course-v1-delftx-pcud02x-1t2024,Water Works: Activating Heritage for Sustainable Development,2025-01-30T12:00:00Z
https://www.edx.org/course/engineering-design-for-a-circular-economy-course-v1-delftx-pdce01x-1t2024,Engineering Design for a Circular Economy,2024-07-24T12:00:00Z
https://www.edx.org/course/pre-university-chemistry-course-v1-delftx-puch1x-2t2023a,Pre-University Chemistry,2024-05-31T12:00:00Z
https://www.edx.org/course/pre-university-physics-course-v1-delftx-pup01x-2t2023,Pre-University Physics,2024-05-31T10:00:00Z
https://www.edx.org/course/solar-engineering-photovoltaic-pv-energy-conversion-exam-course-v1-delftx-pv1ex-1t2024,Exam: Photovoltaic (PV) Energy Conversion,2024-11-29T12:00:00Z
https://www.edx.org/course/solar-energy-photovoltaic-pv-energy-conversion-course-v1-delftx-pv1x-3t2023,Solar Energy: Photovoltaic (PV) Energy Conversion,2024-09-30T12:00:00Z
https://www.edx.org/course/solar-engineering-photovoltaic-pv-technologies-exam-course-v1-delftx-pv2ex-1t2024,Exam: Photovoltaic (PV) Technologies,2024-11-29T12:00:00Z
https://www.edx.org/course/solar-energy-photovoltaic-pv-technologies-course-v1-delftx-pv2x-3t2023,Solar Energy: Photovoltaic (PV) Technologies,2024-09-30T12:00:00Z
https://www.edx.org/course/solar-engineering-photovoltaic-pv-systems-exam-course-v1-delftx-pv3ex-1t2024,Exam: Photovoltaic (PV) Systems,2024-11-29T12:00:00Z
https://www.edx.org/course/solar-energy-photovoltaic-pv-systems-course-v1-delftx-pv3x-3t2023,Solar Energy: Photovoltaic (PV) Systems,2024-09-30T12:00:00Z
https://www.edx.org/course/exam-solar-engineering-integration-of-photovoltaic-systems-in-microgrids-course-v1-delftx-pv4ex-1t2024,Exam: Integration of Photovoltaic Systems in Microgrids,2024-11-29T12:00:00Z
https://www.edx.org/course/solar-energy-integration-of-photovoltaic-systems-in-microgrids-course-v1-delftx-pv4x-3t2023,Solar Energy: Integration of Photovoltaic Systems in Microgrids,2024-09-30T11:00:00Z
None,DNU - Solar Energy Engineering: Comprehensive Exams,2030-01-02T11:00:00Z
https://www.edx.org/course/solar-energy-engineering-comprehensive-exams-course-v1-delftx-pv5ex-1t2024,Solar Energy Engineering: Comprehensive Exams,2051-01-01T11:00:00Z
https://www.edx.org/course/machine-learning-for-semiconductor-quantum-devices-course-v1-delftx-qcst1x-1t2024,Machine Learning for Semiconductor Quantum Devices,2024-07-31T12:00:00Z
https://www.edx.org/course/development-and-applications-of-germanium-quantum-technology-course-v1-delftx-qcst2x-1t2024,Development and Applications of Germanium Quantum Technologies,2024-07-31T13:00:00Z
https://www.edx.org/course/the-quantum-internet-and-quantum-computers-how-will-they-change-the-world-course-v1-delftx-qtm1x-2t2023,The Quantum Internet and Quantum Computers: How Will They Change the World?,2024-07-31T10:00:00Z
https://www.edx.org/course/the-quantum-internet-and-quantum-computers-how-will-they-change-the-world-course-v1-delftx-qtm1x-2t2024,The Quantum Internet and Quantum Computers: How Will They Change the World?,2025-07-31T12:00:00Z
https://www.edx.org/course/the-hardware-of-a-quantum-computer-course-v1-delftx-qtm2x-2t2023,The Hardware of a Quantum Computer,2024-07-31T10:00:00Z
https://www.edx.org/course/the-hardware-of-a-quantum-computer-course-v1-delftx-qtm2x-2t2024,The Hardware of a Quantum Computer,2025-07-31T12:00:00Z
https://www.edx.org/course/architecture-algorithms-and-protocols-of-a-quantum-computer-and-quantum-internet-course-v1-delftx-qtm3x-2t2023,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",2024-07-31T12:00:00Z
https://www.edx.org/course/architecture-algorithms-and-protocols-of-a-quantum-computer-and-quantum-internet-course-v1-delftx-qtm3x-2t2024,"Architecture, Algorithms, and Protocols of a Quantum Computer and Quantum Internet",2025-07-31T12:00:00Z
https://www.edx.org/course/fundamentals-of-quantum-information-course-v1-delftx-qtm4x-2t2023,Fundamentals of Quantum Information,2024-07-31T10:00:00Z
https://www.edx.org/course/fundamentals-of-quantum-information-course-v1-delftx-qtm4x-2t2024,Fundamentals of Quantum Information,2025-07-31T12:00:00Z
None,Quantum Algorithms and Error Correction,2030-05-02T12:00:00Z
https://www.edx.org/course/railway-engineering-an-integral-approach-course-v1-delftx-rail101x-1t2024,Railway Engineering: An Integral Approach,2024-05-22T10:00:00Z
https://www.edx.org/course/room-for-rivers-river-basin-management-in-times-of-climate-change-course-v1-delftx-rfri1x-3t2023,Room for Rivers: Perspectives on River Basin Management,2024-07-01T12:00:00Z
https://www.edx.org/course/hello-real-world-with-ros-robot-operating-system-course-v1-delftx-ros1x-1t2024,Hello (Real) World with ROS – Robot Operating System,2024-10-13T11:00:00Z
https://www.edx.org/course/rethink-the-city-new-approaches-to-global-and-local-urban-challenges-course-v1-delftx-rtc1-1t2024,Rethink the City: New approaches to Global and Local Urban Challenges,2024-09-11T11:00:00Z
https://www.edx.org/course/ruralization-creating-new-opportunities-in-rural-areas-course-v1-delftx-rura1x-3t2023,Ruralization: Creating New Opportunities in Rural Areas,2024-09-11T11:00:00Z
https://www.edx.org/course/sustainable-aviation-the-route-to-climate-neutral-aviation-course-v1-delftx-sa01x-1t2024,Sustainable Aviation: The Route to Climate-Neutral Aviation,2025-02-14T12:00:00Z
None,Sandbox TID & FAB LTT,2024-12-31T11:00:00Z
None,Sandbox Edu Analytics,2024-12-31T11:00:00Z
https://www.edx.org/course/smart-and-sustainable-cities-new-ways-of-digitalization-governance-course-v1-delftx-sasc01x-1t2023,Smart and Sustainable Cities: New Ways of Digitalization & Governance,2024-07-01T12:00:00Z
https://www.edx.org/course/solar-energy-from-fundamentals-to-its-role-in-the-energy-transition-course-v1-delftx-se1x-2t2023,Solar Energy 1,2024-08-30T12:00:00Z
https://www.edx.org/course/solar-energy-photovoltaic-materials-devices-and-modules-course-v1-delftx-se2x-3t2023,Solar Energy 2,2024-08-31T12:00:00Z
https://www.edx.org/course/solar-energy-photovoltaic-systems-and-their-applications-course-v1-delftx-se3x-3t2023,Solar Energy 3,2024-08-31T12:00:00Z
https://www.edx.org/course/decision-making-under-uncertainty-introduction-to-structured-expert-judgment-course-v1-delftx-sej1x-1t2024,Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,2024-12-11T11:00:00Z
https://www.edx.org/course/biomedical-equipment-repairing-and-maintaining-biomedical-devices-course-v1-delftx-sgs1x-2t2023,Biomedical Equipment: Repairing and Maintaining Biomedical Devices,2024-05-15T10:00:00Z
https://www.edx.org/course/biomedical-equipment-repairing-and-maintaining-biomedical-devices-course-v1-delftx-sgs1x-2t2024,Biomedical Equipment: Repairing and Maintaining Biomedical Devices,2025-06-13T12:00:00Z
https://www.edx.org/course/biomedical-equipment-a-practical-approach-to-healthcare-technology-management-course-v1-delftx-sgs2x-1t2024,Biomedical Equipment: A Practical Approach to Healthcare Technology Management,2025-02-15T12:00:00Z
https://www.edx.org/course/sustainable-packaging-in-a-circular-economy-course-v1-delftx-spcex-1t2024,Sustainable Packaging in a Circular Economy,2024-05-15T12:00:00Z
https://www.edx.org/course/automated-software-testing-unit-testing-coverage-criteria-and-design-for-testability-course-v1-delftx-st1x-3t2023,"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",2024-04-30T11:00:00Z
https://www.edx.org/course/automated-software-testing-model-and-state-based-testing-course-v1-delftx-st2x-3t2023,Automated Software Testing: Model and State-based Testing,2024-04-30T11:00:00Z
https://www.edx.org/course/decarbonization-of-heat-an-introduction-to-sustainable-heating-and-cooling-systems-course-v1-delftx-thio1x-3t2023,Decarbonization of Heat – An Introduction to Sustainable Heating and Cooling Systems,2024-06-26T10:00:00Z
https://www.edx.org/course/decarbonization-of-heat-an-introduction-to-sustainable-heating-and-cooling-systems-course-v1-delftx-thio1x-3t2024,Decarbonization of Heat – An Introduction to Sustainable Heating and Cooling Systems,2025-07-02T10:00:00Z
https://www.edx.org/course/the-basics-of-transport-phenomena-course-v1-delftx-tp101x-1t2024,The Basics of Transport Phenomena,2025-01-30T11:00:00Z
https://www.edx.org/course/advanced-transport-phenomena-course-v1-delftx-tp201x-1t2024,Advanced Transport Phenomena,2025-01-30T11:00:00Z
https://www.edx.org/course/forensic-engineering-learning-from-failures-course-v1-delftx-tudf-fe01x-3t2023,Forensic Engineering: Learning from Failures,2024-11-14T12:00:00Z
None,An Introduction to Credit Risk Management,2031-02-22T11:00:00Z
https://www.edx.org/course/an-introduction-to-credit-risk-management-course-v1-delftx-tw3421x-2t2023,An Introduction to Credit Risk Management,2024-05-01T10:00:00Z
https://www.edx.org/course/an-introduction-to-credit-risk-management-course-v1-delftx-tw3421x-2t2024,An Introduction to Credit Risk Management,2025-05-01T08:00:00Z
https://www.edx.org/course/unix-tools-data-software-and-production-engineering-course-v1-delftx-unixtx-1t2023,"Unix Tools: Data, Software and Production Engineering",2024-04-10T10:00:00Z
https://www.edx.org/course/unix-tools-data-software-and-production-engineering-course-v1-delftx-unixtx-1t2024,"Unix Tools: Data, Software and Production Engineering",2025-04-10T10:00:00Z
https://www.edx.org/course/urban-design-for-the-public-good-dutch-urbanism-course-v1-delftx-urbanismx-1t2024,Urban Design for the Public Good: Dutch Urbanism,2025-01-14T12:00:00Z
https://www.edx.org/course/urban-ecology-design-course-v1-delftx-ured1x-2t2024,Urban Ecology Design,2024-06-12T10:00:00Z
https://www.edx.org/course/waste-management-and-critical-raw-materials-course-v1-delftx-wmcrm1x-1t2024,Waste Management and Critical Raw Materials,2025-01-30T12:00:00Z
https://www.edx.org/course/zero-energy-design-an-approach-to-make-your-building-sustainable-course-v1-delftx-zebd01x-1t2024,Zero-Energy Design: an approach to make your building sustainable,2024-09-17T10:00:00Z
None,Understanding Web 3 & The Internet Computer,None
None,Understanding Web 3 & The Internet Computer,None
https://www.edx.org/course/medical-terminology-course-v1doanexbiol-210x2t2022,Medical Terminology,2024-06-27T17:00:00Z
https://www.edx.org/course/introduction-to-lifestyle-medicine-course-v1doanexbiol-212x2t2022,Introduction to Lifestyle Medicine,2024-06-27T17:00:00Z
https://www.edx.org/course/biostatistics-course-v1doanexbiol-295x2t2022,BioStatistics,2024-06-27T17:00:00Z
https://www.edx.org/course/marketing-foundations-course-v1-doanex-bus-2511x-2t2023,Marketing Foundations,2024-12-31T17:00:00Z
https://www.edx.org/course/marketing-operations-course-v1doanexbus-2512x2t2020,Marketing Operations,2024-12-31T17:00:00Z
https://www.edx.org/course/marketing-delivering-the-value-proposition-course-v1-doanex-bus-2513x-2t2023,Marketing - Delivering the Value Proposition,2024-12-31T17:00:00Z
https://www.edx.org/course/marketing-essentials-final-exam-course-v1doanexbus-2514x2t2020,Marketing Essentials Final Exam,2024-12-31T17:00:00Z
https://www.edx.org/course/understanding-the-business-environment-course-v1-doanex-bus101x-2t2023,Understanding the Business Environment,2024-06-27T17:00:00Z
https://www.edx.org/course/management-becoming-an-effective-leader-course-v1-doanex-bus242x-2t2023,Management - Becoming an Effective Leader,2024-06-27T17:00:00Z
https://www.edx.org/course/principles-of-hemp-cultivation-course-v1-doanex-cann-215x-2t2023,Principles of Hemp Cultivation,2024-06-27T17:00:00Z
https://www.edx.org/course/medical-cannabis-course-v1doanexcann-230x2t2022,Medical Cannabis,2024-06-27T17:00:00Z
https://www.edx.org/course/cannabis-processing-course-v1-doanex-cann-240x-2t2023,Cannabis Processing,2024-06-27T17:00:00Z
https://www.edx.org/course/introduction-to-pharmacology-course-v1-doanex-chem-260x-2t2023,Introduction to Pharmacology,2024-06-27T17:00:00Z
https://www.edx.org/course/assembler-language-course-v1-doanex-cmp-253x-1t2023,Assembler Language,2024-06-27T17:00:00Z
https://www.edx.org/course/business-communications-the-basics-course-v1-doanex-cms-3161x-2t2023,Business Communications - The Basics,2024-12-31T17:00:00Z
https://www.edx.org/course/business-writing-techniques-course-v1-doanex-cms-3162x-2t2023,Business Writing Techniques,2024-12-31T17:00:00Z
https://www.edx.org/course/professional-business-presentations-course-v1-doanex-cms-3163x-2t2023,Professional Business Presentations,2024-12-31T17:00:00Z
https://www.edx.org/course/interpersonal-communication-for-effective-leaders-course-v1doanexcoms-220x2t2021,Interpersonal Communication for Effective Leaders,2024-06-29T17:00:00Z
https://www.edx.org/course/general-overview-of-cannabis-and-the-industrys-outlook-and-professions-course-v1doanexcsi-101x2t2020,General Overview of Cannabis and the Industry’s Outlook and Professions,2024-06-27T17:00:00Z
https://www.edx.org/course/cannabis-cultivation-and-processing-course-v1doanexcsi-102x2t2020,Cannabis Cultivation and Processing,2024-06-27T17:00:00Z
https://www.edx.org/course/cannabis-compliance-testing-and-research-course-v1doanexcsi-103x2t2020,"Cannabis Compliance, Testing, and Research",2024-06-27T17:00:00Z
https://www.edx.org/course/doanex-sandbox-course-v1doanexdx1012t2034,DoaneX Sandbox,2053-05-01T17:00:00Z
https://www.edx.org/course/macroeconomics-the-basics-course-v1doanexecon-203x2t2022,Macroeconomics - The Basics,2024-06-27T17:00:00Z
https://www.edx.org/course/microeconomics-business-course-v1-doanex-econ-204x-2t2023,Microeconomics for Business Professionals,2024-06-27T17:00:00Z
https://www.edx.org/course/healthcare-finance-economics-and-risk-course-v1doanexhca-605x2t2020,"Healthcare Finance, Economics and Risk",2024-06-27T17:00:00Z
https://www.edx.org/course/healthcare-organization-and-delivery-models-post-pandemic-course-v1-doanex-hca-620x-2t2023,Healthcare Organization and Delivery Models - Post Pandemic,2024-06-27T17:00:00Z
https://www.edx.org/course/healthcare-analytics-and-decision-making-course-v1-doanex-hca-621x-2t2023,Healthcare Analytics and Decision Making,2024-06-27T17:00:00Z
https://www.edx.org/course/leadership-and-administrative-policy-course-v1-doanex-hca-622x-2t2023,Leadership and Administrative Policy,2024-06-27T17:00:00Z
https://www.edx.org/course/healthcare-administration-comprehensive-exam-course-v1-doanex-hca-623x-2t2022,Healthcare Administration Comprehensive Exam,2024-06-27T17:30:00Z
https://www.edx.org/course/nutrition-for-a-healthy-and-sustainable-lifestyle-course-v1-doanex-hlhp-209x-2t2023,Nutrition for a Healthy and Sustainable Lifestyle,2024-06-27T17:00:00Z
None,Doane HLS Workflow,None
https://www.edx.org/course/lifestyle-medicine-fundamentals-course-v1doanexhph-104x2t2022,Lifestyle Medicine Fundamentals,2024-06-27T17:00:00Z
https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-part-1-course-v1doanexhph-105x2t2022,Lifestyle Medicine Treatments of Chronic Disease – Part 1,2024-06-27T17:00:00Z
https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-part-2-course-v1doanexhph-106x2t2022,Lifestyle Medicine Treatments of Chronic Disease – Part 2,2024-06-27T17:00:00Z
https://www.edx.org/course/applying-health-coaching-in-patient-care-course-v1doanexhph-107x2t2022,Applying Health Coaching in Patient Care,2024-06-27T17:00:00Z
https://www.edx.org/course/essentials-of-lifestyle-medicine-and-population-health-course-v1doanexhph-601x2t2020,Essentials of Lifestyle Medicine and Population Health,2024-06-27T17:00:00Z
https://www.edx.org/course/population-health-disease-prevention-and-management-course-v1-doanex-hph-602x-2t2023,Population Health: Disease Prevention and Management,2024-06-27T17:00:00Z
https://www.edx.org/course/u-s-healthcare-systems-course-v1-doanex-hph-603x-2t2023,U.S. Healthcare Systems,2024-06-27T17:00:00Z
https://www.edx.org/course/health-informatics-technology-in-population-healthcare-analytics-course-v1doanexhph-604x2t2020,Health Informatics Technology in Population Healthcare Analytics,2024-06-27T17:00:00Z
https://www.edx.org/course/principles-of-health-law-and-regulatory-issues-course-v1doanexhph-606x2t2020,Principles of Health Law and Regulatory Issues,2024-06-27T17:00:00Z
https://www.edx.org/course/fundamentals-of-advocacy-in-health-policy-course-v1-doanex-hph-607x-2t2023,Fundamentals of Advocacy in Health Policy,2024-06-27T17:00:00Z
https://www.edx.org/course/leading-organizational-change-in-healthcare-course-v1-doanex-hph-608x-2t2023,Leading Organizational Change in Healthcare,2024-06-27T17:00:00Z
https://www.edx.org/course/applying-leadership-and-strategy-fundamentals-in-healthcare-course-v1-doanex-hph-609x-2t2023,Applying Leadership and Strategy Fundamentals in Healthcare,2024-06-27T17:00:00Z
https://www.edx.org/course/certified-lifestyle-medicine-executive-comprehensive-exam-course-v1doanexhph-610x2t2020,Certified Lifestyle Medicine Executive Comprehensive Exam,2024-06-27T17:00:00Z
https://www.edx.org/course/leading-and-communicating-in-a-dynamic-society-course-v1-doanex-ldr-640x-1t2024,Leading and Communicating in a Dynamic Society,2025-03-18T17:00:00Z
https://www.edx.org/course/strategic-leadership-course-v1-doanex-ldr-650x-1t2024,Strategic Leadership,2025-03-18T17:00:00Z
https://www.edx.org/course/college-algebra-course-v1doanexmath-105x2t2022,College Algebra,2024-06-27T17:00:00Z
https://www.edx.org/course/fostering-virtual-world-community-conversations-course-v1-doanex-orgc-101x-1t2023,Fostering Virtual World Community Conversations,2024-06-27T17:00:00Z
https://www.edx.org/course/defining-virtual-community-projects-for-dynamic-change-course-v1-doanex-orgc-102x-1t2023,Defining Virtual Community Projects for Dynamic Change,2024-06-27T12:00:00Z
https://www.edx.org/course/leading-community-based-projects-in-a-virtual-world-course-v1-doanex-orgc-103x-1t2023,Leadership in A Virtual World,2024-06-27T17:00:00Z
https://www.edx.org/course/fundamentals-of-psychology-course-v1-doanex-psyc-117x-2t2023,Fundamentals of Psychology,2024-06-27T17:00:00Z
https://www.edx.org/course/growth-development-through-the-life-span-course-v1-doanex-psyc-259x-2t2023,Growth & Development through the Life Span,2024-06-27T17:00:00Z
https://www.edx.org/course/abnormal-psychology-course-v1-doanex-psyc-416x-2t2023,Abnormal Psychology,2024-06-27T17:00:00Z
https://www.edx.org/course/agricultural-economic-modeling-tools,Agricultural Economic Modeling Tools,2024-06-27T14:00:00Z
https://www.edx.org/course/environmental-and-natural-resources-economics-2,Environmental and Natural Resources Economics,2024-06-27T14:00:00Z
https://www.edx.org/course/agri-food-systems-analysis-3,Agri-Food Systems Analysis,2024-06-27T14:00:00Z
https://www.edx.org/course/global-food-futures-and-agri-food-systems-solutions-course-v1-doanex-sag-604x-2t2023,Global Food Futures and Agri-food Systems Solutions,2024-06-27T17:00:00Z
https://www.edx.org/course/sustainable-agri-food-marketing-course-v1-doanex-sag-605x-2t2023,Sustainable Agri-food Marketing,2024-06-27T17:00:00Z
https://www.edx.org/course/sustainable-agri-food-supply-chain-management-course-v1-doanex-sag-606x-2t2023,Sustainable Agri-food Supply Chain Management,2024-06-27T17:00:00Z
https://www.edx.org/course/sustainable-agribusiness-comprehensive-exam,Sustainable Agribusiness Comprehensive Exam,2024-06-27T14:00:00Z
